"Needle Position","Needle-Haystack Similarity","Needle Question Similarity","Needle","Question","Answer","Latency","Review","Score"
"0.5","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","The curse that activates when humans become yes-men to computers is automation bias.","34.65844488143921","No","0.0"
"0.5","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith instead of their own critique, automation bias can lead to errors. This occurs when users follow automated directives without considering other information, or fail to notice problems because they are not properly monitoring the system.","216.98773097991943","","503.0"
"0.5","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it leads to automation bias. This bias manifests as commission errors (following automated directives without considering other information) and omission errors (failing to notice automation failures due to low vigilance or overtrust).","12.855234861373901","","503.0"
"0.5","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research on system bias and human tendency in different situations shows that individual beliefs on the system process without personal judgment are related to a higher rate of errors.","5.2121946811676025","","503.0"
"0.5","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The document does not contain information about what makes a victory mentally cheaper.","4.948980093002319","No","0.0"
"0.5","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, self-attribution bias, which involves judging positive outcomes and attributing them to one's own abilities, results in less required cognitive processing effort for the task.","11.292566537857056","","503.0"
"0.5","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for the task.","5.980187177658081","Yes","8.0"
"0.5","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, which results in less required cognitive processing effort for the task.","4.22732400894165","Yes","10.0"
"0.6000000000000001","0.24","0.235028","Report and measure item rate in a system test to show a new way to compare options.","Is the derivation of frequency metrics within a controlled simulation indicative of a novel paradigm for selection criteria?","The document does not contain information about the derivation of frequency metrics within a controlled simulation as a novel paradigm for selection criteria.","4.610493183135986","No","0.0"
"0.6000000000000001","0.24","406.966","Report and measure item rate in a system test to show a new way to compare options.","Can we establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial?","The document does not contain information about establishing a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial.","5.100810766220093","No","0.0"
"0.6000000000000001","0.24","0.623893","Report and measure item rate in a system test to show a new way to compare options.","Does tracking unit frequency within a system test offer a new perspective on option comparison?","Yes, tracking unit frequency within a system test can offer a new way to compare options.","8.478781938552856","No","0.0"
"0.6000000000000001","0.24","0.799046","Report and measure item rate in a system test to show a new way to compare options.","Is a fresh approach to comparing alternatives revealed by reporting on item rates within system tests?","Yes, a fresh approach to comparing alternatives is revealed by reporting on item rates within system tests.","4.41239333152771","No","0.0"
"0.6000000000000001","0.4","0.203188","Persons who document negative outcomes in writing make better future choices in similar situations.","Does the systematic logging of defects result in a measurable improvement in subsequent operational selection?","The document does not contain information about whether the systematic logging of defects results in a measurable improvement in subsequent operational selection.","17.052912712097168","","503.0"
"0.6000000000000001","0.4","0.399101","Persons who document negative outcomes in writing make better future choices in similar situations.","Is the transcription of adverse events correlated with enhanced decision competence over time?","The document does not contain information about whether the transcription of adverse events is correlated with enhanced decision competence over time.","9.920600414276123","No","0.0"
"0.6000000000000001","0.4","0.593162","Persons who document negative outcomes in writing make better future choices in similar situations.","Is there a link between recording negative results and making superior choices when facing similar situations?","Yes, persons who document negative outcomes in writing make better future choices in similar situations.","13.980669736862183","Yes","10.0"
"0.6000000000000001","0.4","0.8028","Persons who document negative outcomes in writing make better future choices in similar situations.","What occurs for a persons who document negative outcomes in writing when similar situations arise in the future?","Persons who document negative outcomes in writing make better future choices in similar situations.","10.080681324005127","Yes","10.0"
"0.6000000000000001","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","The curse that activates when humans become yes-men to computers is automation bias.","5.03596568107605","No","0.0"
"0.6000000000000001","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith, their accuracy decreases.","11.071514368057251","No","0.0"
"0.6000000000000001","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it leads to automation bias. This bias can manifest as commission errors (following automated directives without considering other information) or omission errors (failing to notice automation failures due to overtrust).","3.5109667778015137","No","0.0"
"0.6000000000000001","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research indicates that individual beliefs about system processes, without personal judgment, are linked to a higher rate of errors.","6.978960752487183","Yes","10.0"
"0.6000000000000001","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The document does not contain information about what makes a victory mentally cheaper.","8.784975290298462","No","0.0"
"0.6000000000000001","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, attributing good results to ability leads to less required cognitive processing effort for the task.","10.798346042633057","Yes","10.0"
"0.6000000000000001","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for the task.","101.0714225769043","Yes","10.0"
"0.6000000000000001","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, which results in less required cognitive processing effort for the task.","85.20868182182312","Yes","10.0"
"0.7000000000000001","0.24","0.235028","Report and measure item rate in a system test to show a new way to compare options.","Is the derivation of frequency metrics within a controlled simulation indicative of a novel paradigm for selection criteria?","The document does not contain information about the derivation of frequency metrics within a controlled simulation as indicative of a novel paradigm for selection criteria.","14.753278255462646","No","0.0"
"0.7000000000000001","0.24","406.966","Report and measure item rate in a system test to show a new way to compare options.","Can we establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial?","The document does not contain information about establishing a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial.","53.311163902282715","No","0.0"
"0.7000000000000001","0.24","0.623893","Report and measure item rate in a system test to show a new way to compare options.","Does tracking unit frequency within a system test offer a new perspective on option comparison?","Yes, reporting and measuring item rate in a system test can offer a new way to compare options.","5.5405113697052","Yes","10.0"
"0.7000000000000001","0.24","0.799046","Report and measure item rate in a system test to show a new way to compare options.","Is a fresh approach to comparing alternatives revealed by reporting on item rates within system tests?","Yes, reporting and measuring item rates in a system test can reveal a new way to compare options.","42.38748550415039","Yes","10.0"
"0.7000000000000001","0.4","0.203188","Persons who document negative outcomes in writing make better future choices in similar situations.","Does the systematic logging of defects result in a measurable improvement in subsequent operational selection?","The document does not contain information about whether the systematic logging of defects results in a measurable improvement in subsequent operational selection.","10.239873886108398","No","0.0"
"0.7000000000000001","0.4","0.399101","Persons who document negative outcomes in writing make better future choices in similar situations.","Is the transcription of adverse events correlated with enhanced decision competence over time?","The document does not contain information about whether the transcription of adverse events is correlated with enhanced decision competence over time.","107.8253390789032","No","0.0"
"0.7000000000000001","0.4","0.593162","Persons who document negative outcomes in writing make better future choices in similar situations.","Is there a link between recording negative results and making superior choices when facing similar situations?","Yes, persons who document negative outcomes in writing make better future choices in similar situations.","11.833531141281128","Yes","10.0"
"0.7000000000000001","0.4","0.8028","Persons who document negative outcomes in writing make better future choices in similar situations.","What occurs for a persons who document negative outcomes in writing when similar situations arise in the future?","Persons who document negative outcomes in writing make better future choices in similar situations.","3.8484113216400146","Yes","10.0"
"0.7000000000000001","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","Automation bias.","5.1399383544921875","No","0.0"
"0.7000000000000001","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith instead of their own critique, accuracy decreases.","3.0532755851745605","No","0.0"
"0.7000000000000001","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it leads to automation bias. This bias can manifest as commission errors (following automated directives without considering other information) or omission errors (failing to notice problems because of over-reliance on the system).","4.432171106338501","No","0.0"
"0.7000000000000001","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research shows that individual beliefs on system processes, without personal judgment, are linked to a higher rate of errors.","2.3557586669921875","Yes","10.0"
"0.7000000000000001","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The superiority bias can make a victory mentally cheaper.","4.183793306350708","No","0.0"
"0.7000000000000001","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, attributing good results to ability leads to less required cognitive processing effort for the task.","2.6455907821655273","Yes","10.0"
"0.7000000000000001","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for a task.","5.86203670501709","Yes","10.0"
"0.7000000000000001","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, which results in less required cognitive processing effort for the task.","2.4191529750823975","Yes","10.0"
"0.8","0.24","0.235028","Report and measure item rate in a system test to show a new way to compare options.","Is the derivation of frequency metrics within a controlled simulation indicative of a novel paradigm for selection criteria?","The document does not contain information to answer whether the derivation of frequency metrics within a controlled simulation is indicative of a novel paradigm for selection criteria.","2.773099184036255","No","0.0"
"0.8","0.24","406.966","Report and measure item rate in a system test to show a new way to compare options.","Can we establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial?","The document does not contain information about establishing a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial.","2.577181100845337","No","0.0"
"0.8","0.24","0.623893","Report and measure item rate in a system test to show a new way to compare options.","Does tracking unit frequency within a system test offer a new perspective on option comparison?","Yes, the document mentions that ""Report and measure item rate in a system test to show a new way to compare options"" in the context of the just-world fallacy.","2.4747540950775146","Yes","10.0"
"0.8","0.24","0.799046","Report and measure item rate in a system test to show a new way to compare options.","Is a fresh approach to comparing alternatives revealed by reporting on item rates within system tests?","Yes, the document states that ""Report and measure item rate in a system test to show a new way to compare options"" in the context of just-world beliefs.","2.6671509742736816","Yes","10.0"
"0.8","0.4","0.203188","Persons who document negative outcomes in writing make better future choices in similar situations.","Does the systematic logging of defects result in a measurable improvement in subsequent operational selection?","The document does not contain information about whether the systematic logging of defects results in a measurable improvement in subsequent operational selection.","3.390336513519287","No","0.0"
"0.8","0.4","0.399101","Persons who document negative outcomes in writing make better future choices in similar situations.","Is the transcription of adverse events correlated with enhanced decision competence over time?","The document does not contain information about whether the transcription of adverse events is correlated with enhanced decision competence over time.","11.378135442733765","No","0.0"
"0.8","0.4","0.593162","Persons who document negative outcomes in writing make better future choices in similar situations.","Is there a link between recording negative results and making superior choices when facing similar situations?","Yes, documenting negative outcomes in writing is linked to making better future choices in similar situations.","2.411407232284546","Yes","10.0"
"0.8","0.4","0.8028","Persons who document negative outcomes in writing make better future choices in similar situations.","What occurs for a persons who document negative outcomes in writing when similar situations arise in the future?","Persons who document negative outcomes in writing make better future choices in similar situations.","24.221131324768066","Yes","10.0"
"0.8","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","Automation bias.","15.25571870803833","No","0.0"
"0.8","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith instead of their own critique, accuracy is diminished.","6.679147720336914","No","0.0"
"0.8","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it leads to automation bias. This bias can manifest as errors of commission (following incorrect automated directives) or errors of omission (failing to notice problems the automated system missed).","2.5428295135498047","No","0.0"
"0.8","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research shows that individual beliefs on the system process, without personal judgment, are related to a higher rate of errors.","14.833298921585083","Yes","10.0"
"0.8","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The document does not contain information about what makes a victory mentally cheaper.","3.430161714553833","No","0.0"
"0.8","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, attributing good results to ability lowers mental demand.","2.325676202774048","No","0.0"
"0.8","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for a task.","2.250028371810913","Yes","10.0"
"0.8","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, which requires less cognitive processing effort for the task.","2.42744517326355","Yes","10.0"
"0.9","0.24","0.235028","Report and measure item rate in a system test to show a new way to compare options.","Is the derivation of frequency metrics within a controlled simulation indicative of a novel paradigm for selection criteria?","The document does not contain information to answer whether the derivation of frequency metrics within a controlled simulation is indicative of a novel paradigm for selection criteria.","2.7809205055236816","No","0.0"
"0.9","0.24","406.966","Report and measure item rate in a system test to show a new way to compare options.","Can we establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial?","The document does not contain information about establishing a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial.","2.3775899410247803","No","0.0"
"0.9","0.24","0.623893","Report and measure item rate in a system test to show a new way to compare options.","Does tracking unit frequency within a system test offer a new perspective on option comparison?","Yes, reporting and measuring item rate in a system test can offer a new way to compare options.","8.69909381866455","Yes","8.0"
"0.9","0.24","0.799046","Report and measure item rate in a system test to show a new way to compare options.","Is a fresh approach to comparing alternatives revealed by reporting on item rates within system tests?","Yes, reporting on item rates in a system test can reveal a fresh approach to comparing alternatives.","3.3791205883026123","No","0.0"
"0.9","0.4","0.203188","Persons who document negative outcomes in writing make better future choices in similar situations.","Does the systematic logging of defects result in a measurable improvement in subsequent operational selection?","The document does not contain information about whether the systematic logging of defects results in a measurable improvement in subsequent operational selection.","3.777437925338745","No","0.0"
"0.9","0.4","0.399101","Persons who document negative outcomes in writing make better future choices in similar situations.","Is the transcription of adverse events correlated with enhanced decision competence over time?","The document does not contain information about whether the transcription of adverse events is correlated with enhanced decision competence over time.","3.3880417346954346","No","0.0"
"0.9","0.4","0.593162","Persons who document negative outcomes in writing make better future choices in similar situations.","Is there a link between recording negative results and making superior choices when facing similar situations?","Yes, persons who document negative outcomes in writing make better future choices in similar situations.","2.3636510372161865","Yes","10.0"
"0.9","0.4","0.8028","Persons who document negative outcomes in writing make better future choices in similar situations.","What occurs for a persons who document negative outcomes in writing when similar situations arise in the future?","Persons who document negative outcomes in writing make better future choices in similar situations.","2.6559953689575195","Yes","10.0"
"0.9","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","The curse that activates when humans become yes-men to computers is automation bias.","3.5035955905914307","No","0.0"
"0.9","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith instead of their own critique, their accuracy is diminished.","2.959073066711426","No","0.0"
"0.9","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it can lead to errors of commission (following an automated directive without considering other information) and errors of omission (failing to notice problems because they are not properly monitoring the system). This is due to automation bias, where users may overtrust the system's abilities or default to using heuristics.","2.697669744491577","No","0.0"
"0.9","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research on human tendency in different situations shows that individual beliefs on the system process without personal judgment are related to a higher rate of errors.","2.6239700317382812","Yes","10.0"
"0.9","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The document does not contain information about what makes a victory mentally cheaper.","3.6671173572540283","No","0.0"
"0.9","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, attributing good results to ability leads to less required cognitive processing effort for the task.","2.5497138500213623","Yes","10.0"
"0.9","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for the task.","2.717102289199829","Yes","9.0"
"0.9","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, which results in less required cognitive processing effort for the task.","3.0638957023620605","Yes","10.0"
"1.0","0.24","0.235028","Report and measure item rate in a system test to show a new way to compare options.","Is the derivation of frequency metrics within a controlled simulation indicative of a novel paradigm for selection criteria?","The document does not contain information to answer this question.","3.877955675125122","No","0.0"
"1.0","0.24","406.966","Report and measure item rate in a system test to show a new way to compare options.","Can we establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial?","Yes, we can establish a fresh technique for alternative assessment by calculating the frequency of units in a standardized trial.","2.6753578186035156","No","0.0"
"1.0","0.24","0.623893","Report and measure item rate in a system test to show a new way to compare options.","Does tracking unit frequency within a system test offer a new perspective on option comparison?","Yes, reporting and measuring item rate in a system test offers a new way to compare options.","4.50421929359436","","503.0"
"1.0","0.24","0.799046","Report and measure item rate in a system test to show a new way to compare options.","Is a fresh approach to comparing alternatives revealed by reporting on item rates within system tests?","Yes, reporting on item rates in a system test can reveal a fresh approach to comparing options.","4.178954362869263","","503.0"
"1.0","0.4","0.203188","Persons who document negative outcomes in writing make better future choices in similar situations.","Does the systematic logging of defects result in a measurable improvement in subsequent operational selection?","Yes, the systematic logging of defects results in a measurable improvement in subsequent operational selection.","3.6083405017852783","No","0.0"
"1.0","0.4","0.399101","Persons who document negative outcomes in writing make better future choices in similar situations.","Is the transcription of adverse events correlated with enhanced decision competence over time?","The document does not contain information about whether the transcription of adverse events is correlated with enhanced decision competence over time.","2.8597559928894043","","503.0"
"1.0","0.4","0.593162","Persons who document negative outcomes in writing make better future choices in similar situations.","Is there a link between recording negative results and making superior choices when facing similar situations?","Yes, persons who document negative outcomes in writing make better future choices in similar situations.","3.4837565422058105","Yes","10.0"
"1.0","0.4","0.8028","Persons who document negative outcomes in writing make better future choices in similar situations.","What occurs for a persons who document negative outcomes in writing when similar situations arise in the future?","Persons who document negative outcomes in writing make better future choices in similar situations.","2.856785297393799","Yes","10.0"
"1.0","0.6","0.2164","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What's the curse that activates when humans become yes-men to computers?","Automation bias.","3.7811381816864014","No","0.0"
"1.0","0.6","0.3921","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to accuracy when users rely solely on protocol faith instead of their own critique?","When users rely solely on protocol faith instead of their own critique, automation bias can lead to errors of commission, where users follow an automated directive without considering other information. This can also result in users making assessments too hastily.","2.8313629627227783","No","0.0"
"1.0","0.6","0.6088","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What happens to error patterns when people treat software outputs as more reliable than their own judgment?","When people treat software outputs as more reliable than their own judgment, it can lead to automation bias, where they favor suggestions from automated systems and ignore contradictory information, even if it's correct. This can result in errors of commission (following incorrect automated directives) or omission (failing to notice problems the automated system missed).","3.3162379264831543","","503.0"
"1.0","0.6","0.804","Research on system bias and human tendency in different situations shown that individual beliefs on the system process without personal judgment is related to a higher rate of errors.","What does research on human tendency in different situations show about individual beliefs on system process?","Research indicates that individual beliefs about system processes, without personal judgment, are linked to a higher rate of errors.","4.903519153594971","","503.0"
"1.0","0.76","0.1999","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What makes a victory mentally cheaper?","The superiority bias can make a victory mentally cheaper.","3.891615629196167","","503.0"
"1.0","0.76","0.4018","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","Does attributing good results to ability lower mental demand?","Yes, attributing good results to ability lowers mental demand.","2.5629091262817383","No","0.0"
"1.0","0.76","0.6092","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What effect does a favorable self‑judgment have on the depth of cognitive processing in a task?","A favorable self-judgment leads to less required cognitive processing effort for the task.","2.8922672271728516","Yes","9.0"
"1.0","0.76","0.7942","Self attribution bias is a behavior that leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","What impact does self attribution bias have on mental effort for evaluating successes?","Self-attribution bias leads individuals to judge positive outcomes, resulting in less required cognitive processing effort for the task.","3.478710651397705","Yes","10.0"
